Xfer,Query,Decision,Source_Spd,Pred_Spd,Actual_Spd,High_Risk_Ops,Status,Reason
A_SATA->B_NVMe,2b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 2b in A_SATA
A_SATA->B_NVMe,2c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 2c in A_SATA
A_SATA->B_NVMe,2d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 2d in A_SATA
A_SATA->B_NVMe,30a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 30a in A_SATA
A_SATA->B_NVMe,30b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 30b in A_SATA
A_SATA->B_NVMe,30c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 30c in A_SATA
A_SATA->B_NVMe,31a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 31a in A_SATA
A_SATA->B_NVMe,31b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 31b in A_SATA
A_SATA->B_NVMe,31c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 31c in A_SATA
A_SATA->B_NVMe,32a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 32a in A_SATA
A_SATA->B_NVMe,32b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 32b in A_SATA
A_SATA->B_NVMe,33a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 33a in A_SATA
A_SATA->B_NVMe,33b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 33b in A_SATA
A_SATA->B_NVMe,33c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 33c in A_SATA
A_SATA->B_NVMe,3a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 3a in A_SATA
A_SATA->B_NVMe,3b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 3b in A_SATA
A_SATA->B_NVMe,3c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 3c in A_SATA
A_SATA->B_NVMe,4a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 4a in A_SATA
A_SATA->B_NVMe,4b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 4b in A_SATA
A_SATA->B_NVMe,4c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 4c in A_SATA
A_SATA->B_NVMe,5a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 5a in A_SATA
A_SATA->B_NVMe,5b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 5b in A_SATA
A_SATA->B_NVMe,5c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 5c in A_SATA
A_SATA->B_NVMe,6a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 6a in A_SATA
A_SATA->B_NVMe,6b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 6b in A_SATA
A_SATA->B_NVMe,6c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 6c in A_SATA
A_SATA->B_NVMe,6d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 6d in A_SATA
A_SATA->B_NVMe,6e,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 6e in A_SATA
A_SATA->B_NVMe,6f,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 6f in A_SATA
A_SATA->B_NVMe,7a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 7a in A_SATA
A_SATA->B_NVMe,7b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 7b in A_SATA
A_SATA->B_NVMe,7c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 7c in A_SATA
A_SATA->B_NVMe,8a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 8a in A_SATA
A_SATA->B_NVMe,8b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 8b in A_SATA
A_SATA->B_NVMe,8c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 8c in A_SATA
A_SATA->B_NVMe,8d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 8d in A_SATA
A_SATA->B_NVMe,9a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 9a in A_SATA
A_SATA->B_NVMe,9b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 9b in A_SATA
A_SATA->B_NVMe,9c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 9c in A_SATA
A_SATA->B_NVMe,9d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 9d in A_SATA
A_SATA->B_NVMe,tpch_q1,NATIVE,1.3133200671294198,1.0,1.0,"TEMP_TABLE_SCAN(+0.62), FILTER(+0.59), TABLE_SCAN(+0.52)",Correct,HALO-R rejected all hints for safety. Best was hint05 (src 1.32x) but 3 high-risk ops detected. Keeping native to avoid regression.
A_SATA->B_NVMe,tpch_q10,NATIVE,0.998964111819761,1.0,1.0,,Correct,HALO-R rejected all hints for safety. Best was hint02 (src 1.00x) but 0 high-risk ops detected. Keeping native to avoid regression.
A_SATA->B_NVMe,tpch_q11,hint01,2.8102673156971547,2.8102673156971547,0.9991003146339716,,Correct,"HALO-R selected hint01: source 2.81x → predicted target 2.81x. 0 ops affected (0↑, 0⚠). Risk=0.00"
A_SATA->B_NVMe,tpch_q12,hint01,1.0215256737782608,1.0215256737782608,1.0779846868467176,,Correct,"HALO-R selected hint01: source 1.02x → predicted target 1.02x. 0 ops affected (0↑, 0⚠). Risk=0.00"
A_SATA->B_NVMe,tpch_q13,hint05,1.0117131245754507,4.669774570176265,1.0376512947463479,,Correct,"HALO-R selected hint05: source 2.81x → predicted target 4.67x. 1 ops affected (1↑, 0⚠). Risk=0.00"
A_SATA->B_NVMe,tpch_q14,NATIVE,1.0081592654066487,1.0,1.0,,Correct,HALO-R rejected all hints for safety. Best was hint01 (src 1.01x) but 0 high-risk ops detected. Keeping native to avoid regression.
A_SATA->B_NVMe,tpch_q15,NATIVE,1.0059365548998578,1.0,1.0,,Correct,HALO-R rejected all hints for safety. Best was hint05 (src 1.01x) but 0 high-risk ops detected. Keeping native to avoid regression.
A_SATA->B_NVMe,tpch_q16,NATIVE,1.026586758101894,1.0,1.0,,Correct,HALO-R rejected all hints for safety. Best was hint01 (src 1.03x) but 0 high-risk ops detected. Keeping native to avoid regression.
A_SATA->B_NVMe,tpch_q17,NATIVE,1.017296525607445,1.0,1.0,,Correct,HALO-R rejected all hints for safety. Best was hint01 (src 1.02x) but 0 high-risk ops detected. Keeping native to avoid regression.
A_SATA->B_NVMe,tpch_q18,NATIVE,1.007214619074607,1.0,1.0,"NL_INNER_JOIN(+0.86), INDEX_LOOKUP(+0.63)",Correct,HALO-R rejected all hints for safety. Best was hint05 (src 1.01x) but 2 high-risk ops detected. Keeping native to avoid regression.
A_SATA->B_NVMe,tpch_q19,NATIVE,0.9887630901090858,1.0,1.0,,Correct,HALO-R rejected all hints for safety. Best was hint05 (src 1.00x) but 0 high-risk ops detected. Keeping native to avoid regression.
A_SATA->B_NVMe,tpch_q2,hint01,1.1008912961401878,1.1008912961401878,0.9911670591331397,,Correct,"HALO-R selected hint01: source 1.10x → predicted target 1.10x. 0 ops affected (0↑, 0⚠). Risk=0.00"
A_SATA->B_NVMe,tpch_q20,NATIVE,0.9950718004372073,1.0,1.0,"STREAM(+1.91), NL_INNER_JOIN(+1.95), MATERIALIZE(+0.88)",Correct,HALO-R rejected all hints for safety. Best was hint05 (src 1.05x) but 3 high-risk ops detected. Keeping native to avoid regression.
A_SATA->B_NVMe,tpch_q21,hint01,1.5193628612855063,1.5193628612855063,1.0061826292309533,,Correct,"HALO-R selected hint01: source 1.52x → predicted target 1.52x. 0 ops affected (0↑, 0⚠). Risk=0.00"
A_SATA->B_NVMe,tpch_q22,hint02,1.0135775960834854,1.020814522923836,0.8838017486996477,,Regression,"HALO-R selected hint02: source 1.02x → predicted target 1.02x. 0 ops affected (0↑, 0⚠). Risk=0.00"
A_SATA->B_NVMe,tpch_q3,hint05,1.0053846986250567,4.834159227257693,1.0131727653820948,,Correct,"HALO-R selected hint05: source 3.38x → predicted target 4.83x. 3 ops affected (3↑, 0⚠). Risk=0.00"
A_SATA->B_NVMe,tpch_q4,hint04,1.001367636474527,1.100443909488181,0.9273969551382273,,Regression,"HALO-R selected hint04: source 1.13x → predicted target 1.10x. 6 ops affected (1↑, 0⚠). Risk=10.79"
A_SATA->B_NVMe,tpch_q5,hint05,1.1091487346422744,1.1783017151141864,0.9828044549418032,,Correct,"HALO-R selected hint05: source 1.27x → predicted target 1.18x. 1 ops affected (0↑, 0⚠). Risk=0.43"
A_SATA->B_NVMe,tpch_q6,NATIVE,1.0014319239345246,1.0,1.0,,Correct,HALO-R rejected all hints for safety. Best was hint01 (src 1.00x) but 0 high-risk ops detected. Keeping native to avoid regression.
A_SATA->B_NVMe,tpch_q7,hint05,1.4909710154973537,1.550641039380773,1.0308770234143347,,Correct,"HALO-R selected hint05: source 1.55x → predicted target 1.55x. 0 ops affected (0↑, 0⚠). Risk=0.00"
A_SATA->B_NVMe,tpch_q8,hint05,1.0051641567738132,1.8102659582300338,0.9908286035655838,,Correct,"HALO-R selected hint05: source 2.17x → predicted target 1.81x. 1 ops affected (0↑, 0⚠). Risk=0.37"
A_SATA->B_NVMe,tpch_q9,NATIVE,0.15818126440602184,1.0,1.0,TEMP_TABLE_SCAN(+0.60),Correct,HALO-R rejected all hints for safety. Best was hint05 (src 0.37x) but 1 high-risk ops detected. Keeping native to avoid regression.
A_SATA->B_SATA,10a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 10a in A_SATA
A_SATA->B_SATA,10b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 10b in A_SATA
A_SATA->B_SATA,10c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 10c in A_SATA
A_SATA->B_SATA,11a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 11a in A_SATA
A_SATA->B_SATA,11b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 11b in A_SATA
A_SATA->B_SATA,11c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 11c in A_SATA
A_SATA->B_SATA,11d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 11d in A_SATA
A_SATA->B_SATA,12a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 12a in A_SATA
A_SATA->B_SATA,12b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 12b in A_SATA
A_SATA->B_SATA,12c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 12c in A_SATA
A_SATA->B_SATA,13a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 13a in A_SATA
A_SATA->B_SATA,13b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 13b in A_SATA
A_SATA->B_SATA,13c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 13c in A_SATA
A_SATA->B_SATA,13d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 13d in A_SATA
A_SATA->B_SATA,14a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 14a in A_SATA
A_SATA->B_SATA,14b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 14b in A_SATA
A_SATA->B_SATA,14c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 14c in A_SATA
A_SATA->B_SATA,15a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 15a in A_SATA
A_SATA->B_SATA,15b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 15b in A_SATA
A_SATA->B_SATA,15c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 15c in A_SATA
A_SATA->B_SATA,15d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 15d in A_SATA
A_SATA->B_SATA,16a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 16a in A_SATA
A_SATA->B_SATA,16b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 16b in A_SATA
A_SATA->B_SATA,16c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 16c in A_SATA
A_SATA->B_SATA,16d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 16d in A_SATA
A_SATA->B_SATA,17a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 17a in A_SATA
A_SATA->B_SATA,17b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 17b in A_SATA
A_SATA->B_SATA,17c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 17c in A_SATA
A_SATA->B_SATA,17d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 17d in A_SATA
A_SATA->B_SATA,17e,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 17e in A_SATA
A_SATA->B_SATA,17f,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 17f in A_SATA
A_SATA->B_SATA,18a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 18a in A_SATA
A_SATA->B_SATA,18b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 18b in A_SATA
A_SATA->B_SATA,18c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 18c in A_SATA
A_SATA->B_SATA,19a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 19a in A_SATA
A_SATA->B_SATA,19b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 19b in A_SATA
A_SATA->B_SATA,19c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 19c in A_SATA
A_SATA->B_SATA,19d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 19d in A_SATA
A_SATA->B_SATA,1a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 1a in A_SATA
A_SATA->B_SATA,1b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 1b in A_SATA
A_SATA->B_SATA,1c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 1c in A_SATA
A_SATA->B_SATA,1d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 1d in A_SATA
A_SATA->B_SATA,20a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 20a in A_SATA
A_SATA->B_SATA,20b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 20b in A_SATA
A_SATA->B_SATA,20c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 20c in A_SATA
A_SATA->B_SATA,21a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 21a in A_SATA
A_SATA->B_SATA,21b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 21b in A_SATA
A_SATA->B_SATA,21c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 21c in A_SATA
A_SATA->B_SATA,22a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 22a in A_SATA
A_SATA->B_SATA,22b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 22b in A_SATA
A_SATA->B_SATA,22c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 22c in A_SATA
A_SATA->B_SATA,22d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 22d in A_SATA
A_SATA->B_SATA,23a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 23a in A_SATA
A_SATA->B_SATA,23b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 23b in A_SATA
A_SATA->B_SATA,23c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 23c in A_SATA
A_SATA->B_SATA,24a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 24a in A_SATA
A_SATA->B_SATA,24b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 24b in A_SATA
A_SATA->B_SATA,25a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 25a in A_SATA
A_SATA->B_SATA,25b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 25b in A_SATA
A_SATA->B_SATA,25c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 25c in A_SATA
A_SATA->B_SATA,26a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 26a in A_SATA
A_SATA->B_SATA,26b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 26b in A_SATA
A_SATA->B_SATA,26c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 26c in A_SATA
A_SATA->B_SATA,27a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 27a in A_SATA
A_SATA->B_SATA,27b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 27b in A_SATA
A_SATA->B_SATA,27c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 27c in A_SATA
A_SATA->B_SATA,28a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 28a in A_SATA
A_SATA->B_SATA,28b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 28b in A_SATA
A_SATA->B_SATA,28c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 28c in A_SATA
A_SATA->B_SATA,29a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 29a in A_SATA
A_SATA->B_SATA,29b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 29b in A_SATA
A_SATA->B_SATA,29c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 29c in A_SATA
A_SATA->B_SATA,2a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 2a in A_SATA
A_SATA->B_SATA,2b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 2b in A_SATA
A_SATA->B_SATA,2c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 2c in A_SATA
A_SATA->B_SATA,2d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 2d in A_SATA
A_SATA->B_SATA,30a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 30a in A_SATA
A_SATA->B_SATA,30b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 30b in A_SATA
A_SATA->B_SATA,30c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 30c in A_SATA
A_SATA->B_SATA,31a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 31a in A_SATA
A_SATA->B_SATA,31b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 31b in A_SATA
A_SATA->B_SATA,31c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 31c in A_SATA
A_SATA->B_SATA,32a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 32a in A_SATA
A_SATA->B_SATA,32b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 32b in A_SATA
A_SATA->B_SATA,33a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 33a in A_SATA
A_SATA->B_SATA,33b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 33b in A_SATA
A_SATA->B_SATA,33c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 33c in A_SATA
A_SATA->B_SATA,3a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 3a in A_SATA
A_SATA->B_SATA,3b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 3b in A_SATA
A_SATA->B_SATA,3c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 3c in A_SATA
A_SATA->B_SATA,4a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 4a in A_SATA
A_SATA->B_SATA,4b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 4b in A_SATA
A_SATA->B_SATA,4c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 4c in A_SATA
A_SATA->B_SATA,5a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 5a in A_SATA
A_SATA->B_SATA,5b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 5b in A_SATA
A_SATA->B_SATA,5c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 5c in A_SATA
A_SATA->B_SATA,6a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 6a in A_SATA
A_SATA->B_SATA,6b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 6b in A_SATA
A_SATA->B_SATA,6c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 6c in A_SATA
A_SATA->B_SATA,6d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 6d in A_SATA
A_SATA->B_SATA,6e,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 6e in A_SATA
A_SATA->B_SATA,6f,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 6f in A_SATA
A_SATA->B_SATA,7a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 7a in A_SATA
A_SATA->B_SATA,7b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 7b in A_SATA
A_SATA->B_SATA,7c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 7c in A_SATA
A_SATA->B_SATA,8a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 8a in A_SATA
A_SATA->B_SATA,8b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 8b in A_SATA
A_SATA->B_SATA,8c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 8c in A_SATA
A_SATA->B_SATA,8d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 8d in A_SATA
A_SATA->B_SATA,9a,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 9a in A_SATA
A_SATA->B_SATA,9b,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 9b in A_SATA
A_SATA->B_SATA,9c,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 9c in A_SATA
A_SATA->B_SATA,9d,NATIVE,1.0,1.0,1.0,,Correct,No hint data for 9d in A_SATA
A_SATA->B_SATA,tpch_q1,NATIVE,1.3133200671294198,1.0,1.0,"TEMP_TABLE_SCAN(+0.91), AGGREGATE(+0.78), FILTER(+0.59)",Correct,HALO-R rejected all hints for safety. Best was hint05 (src 1.32x) but 4 high-risk ops detected. Keeping native to avoid regression.
A_SATA->B_SATA,tpch_q10,NATIVE,0.998964111819761,1.0,1.0,,Correct,HALO-R rejected all hints for safety. Best was hint02 (src 1.00x) but 0 high-risk ops detected. Keeping native to avoid regression.
A_SATA->B_SATA,tpch_q11,hint01,2.8102673156971547,2.8102673156971547,1.0125494925795093,,Correct,"HALO-R selected hint01: source 2.81x → predicted target 2.81x. 0 ops affected (0↑, 0⚠). Risk=0.00"
A_SATA->B_SATA,tpch_q12,hint01,1.0215256737782608,1.0215256737782608,1.0247621518156766,,Correct,"HALO-R selected hint01: source 1.02x → predicted target 1.02x. 0 ops affected (0↑, 0⚠). Risk=0.00"
A_SATA->B_SATA,tpch_q13,hint05,1.0117131245754507,3.4592626303771383,1.06843173517771,,Correct,"HALO-R selected hint05: source 2.81x → predicted target 3.46x. 1 ops affected (1↑, 0⚠). Risk=0.00"
A_SATA->B_SATA,tpch_q14,NATIVE,1.0081592654066487,1.0,1.0,,Correct,HALO-R rejected all hints for safety. Best was hint01 (src 1.01x) but 0 high-risk ops detected. Keeping native to avoid regression.
A_SATA->B_SATA,tpch_q15,NATIVE,1.0059365548998578,1.0,1.0,,Correct,HALO-R rejected all hints for safety. Best was hint05 (src 1.01x) but 0 high-risk ops detected. Keeping native to avoid regression.
A_SATA->B_SATA,tpch_q16,NATIVE,1.026586758101894,1.0,1.0,"FILTER(+0.61), SINGLE_ROW_INDEX(+0.78)",Correct,HALO-R rejected all hints for safety. Best was hint01 (src 1.03x) but 2 high-risk ops detected. Keeping native to avoid regression.
A_SATA->B_SATA,tpch_q17,NATIVE,1.017296525607445,1.0,1.0,,Correct,HALO-R rejected all hints for safety. Best was hint01 (src 1.02x) but 0 high-risk ops detected. Keeping native to avoid regression.
A_SATA->B_SATA,tpch_q18,NATIVE,1.007214619074607,1.0,1.0,"NL_INNER_JOIN(+0.72), INDEX_LOOKUP(+1.60)",Correct,HALO-R rejected all hints for safety. Best was hint05 (src 1.01x) but 2 high-risk ops detected. Keeping native to avoid regression.
A_SATA->B_SATA,tpch_q19,NATIVE,0.9887630901090858,1.0,1.0,,Correct,HALO-R rejected all hints for safety. Best was hint05 (src 1.00x) but 0 high-risk ops detected. Keeping native to avoid regression.
A_SATA->B_SATA,tpch_q2,hint01,1.1008912961401878,1.1008912961401878,1.0239745850190982,,Correct,"HALO-R selected hint01: source 1.10x → predicted target 1.10x. 0 ops affected (0↑, 0⚠). Risk=0.00"
A_SATA->B_SATA,tpch_q20,NATIVE,0.9950718004372073,1.0,1.0,"STREAM(+1.72), NL_INNER_JOIN(+1.73), MATERIALIZE(+0.66)",Correct,HALO-R rejected all hints for safety. Best was hint05 (src 1.05x) but 3 high-risk ops detected. Keeping native to avoid regression.
A_SATA->B_SATA,tpch_q21,hint01,1.5193628612855063,1.5193628612855063,1.008423039935938,,Correct,"HALO-R selected hint01: source 1.52x → predicted target 1.52x. 0 ops affected (0↑, 0⚠). Risk=0.00"
A_SATA->B_SATA,tpch_q22,hint02,1.0135775960834854,1.020814522923836,1.0973596203308515,,Correct,"HALO-R selected hint02: source 1.02x → predicted target 1.02x. 0 ops affected (0↑, 0⚠). Risk=0.00"
A_SATA->B_SATA,tpch_q3,hint05,1.0053846986250567,3.8072454780942966,0.9234323170369163,,Regression,"HALO-R selected hint05: source 3.38x → predicted target 3.81x. 3 ops affected (2↑, 0⚠). Risk=2.67"
A_SATA->B_SATA,tpch_q4,NATIVE,1.001367636474527,1.0,1.0,"FILTER(+0.61), SINGLE_ROW_INDEX(+0.78)",Correct,HALO-R rejected all hints for safety. Best was hint04 (src 1.13x) but 2 high-risk ops detected. Keeping native to avoid regression.
A_SATA->B_SATA,tpch_q5,hint01,1.1091487346422744,1.1091487346422744,1.0,,Correct,"HALO-R selected hint01: source 1.11x → predicted target 1.11x. 0 ops affected (0↑, 0⚠). Risk=0.00"
A_SATA->B_SATA,tpch_q6,NATIVE,1.0014319239345246,1.0,1.0,,Correct,HALO-R rejected all hints for safety. Best was hint01 (src 1.00x) but 0 high-risk ops detected. Keeping native to avoid regression.
A_SATA->B_SATA,tpch_q7,hint05,1.4909710154973537,1.550641039380773,0.98409859488968,,Correct,"HALO-R selected hint05: source 1.55x → predicted target 1.55x. 0 ops affected (0↑, 0⚠). Risk=0.00"
A_SATA->B_SATA,tpch_q8,hint05,1.0051641567738132,1.7649999699400754,1.0281232891267276,,Correct,"HALO-R selected hint05: source 2.17x → predicted target 1.76x. 1 ops affected (0↑, 0⚠). Risk=0.42"
A_SATA->B_SATA,tpch_q9,NATIVE,0.15818126440602184,1.0,1.0,"TEMP_TABLE_SCAN(+0.55), SINGLE_ROW_INDEX(+0.78), SINGLE_ROW_INDEX(+0.78)",Correct,HALO-R rejected all hints for safety. Best was hint05 (src 0.37x) but 6 high-risk ops detected. Keeping native to avoid regression.
B_NVMe->A_NVMe,10a,hint01,1.0883188717305246,1.0883188717305246,1.0,,Correct,"HALO-R selected hint01: source 1.09x → predicted target 1.09x. 0 ops affected (0↑, 0⚠). Risk=0.00"
B_NVMe->A_NVMe,10b,hint05,1.0796935238683563,1.0877203219458338,1.0,,Correct,"HALO-R selected hint05: source 1.09x → predicted target 1.09x. 0 ops affected (0↑, 0⚠). Risk=0.00"
B_NVMe->A_NVMe,10c,hint01,1.084685122815215,1.084685122815215,1.0,,Correct,"HALO-R selected hint01: source 1.08x → predicted target 1.08x. 0 ops affected (0↑, 0⚠). Risk=0.00"
B_NVMe->A_NVMe,11a,NATIVE,52.91811427529827,1.0,1.0,"NL_INNER_JOIN(+0.52), NL_INNER_JOIN(+0.97), NL_INNER_JOIN(+1.28)",Correct,HALO-R rejected all hints for safety. Best was hint01 (src 52.92x) but 17 high-risk ops detected. Keeping native to avoid regression.
B_NVMe->A_NVMe,11b,NATIVE,166.9608387460794,1.0,1.0,"NL_INNER_JOIN(+1.31), NL_INNER_JOIN(+0.89), NL_INNER_JOIN(+1.32)",Correct,HALO-R rejected all hints for safety. Best was hint01 (src 166.96x) but 19 high-risk ops detected. Keeping native to avoid regression.
